sample_date,nhs_name,all,var2
2020-07-28,East of England,1,0
2020-07-28,London,2,0
2020-07-28,Midlands,12,0
2020-07-28,North East and Yorkshire,8,0
2020-07-28,North West,9,0
2020-07-28,Scotland,10,0
2020-07-28,South East,1,0
2020-07-28,Wales,7,0
2020-07-29,East of England,2,0
2020-07-29,London,9,0
2020-07-29,Midlands,1,0
2020-07-29,North East and Yorkshire,8,0
2020-07-29,North West,10,0
2020-07-29,Scotland,4,0
2020-07-29,South East,5,0
2020-07-29,South West,4,0
2020-07-29,Wales,11,0
2020-07-30,East of England,3,0
2020-07-30,London,1,0
2020-07-30,Midlands,13,0
2020-07-30,North East and Yorkshire,13,0
2020-07-30,North West,12,0
2020-07-30,South East,2,0
2020-07-30,South West,15,0
2020-07-30,Wales,3,0
2020-07-31,East of England,7,0
2020-07-31,London,8,0
2020-07-31,Midlands,7,0
2020-07-31,North East and Yorkshire,10,0
2020-07-31,North West,23,0
2020-07-31,Scotland,1,0
2020-07-31,South East,4,0
2020-07-31,South West,6,0
2020-07-31,Wales,2,0
2020-08-01,London,14,0
2020-08-01,Midlands,11,0
2020-08-01,North East and Yorkshire,9,0
2020-08-01,North West,16,0
2020-08-01,Northern Ireland,1,0
2020-08-01,Scotland,6,0
2020-08-01,South East,2,0
2020-08-01,South West,2,0
2020-08-01,Wales,8,0
2020-08-02,East of England,2,0
2020-08-02,London,6,0
2020-08-02,Midlands,14,0
2020-08-02,North East and Yorkshire,21,0
2020-08-02,North West,15,0
2020-08-02,Northern Ireland,4,0
2020-08-02,Scotland,12,0
2020-08-02,South West,1,0
2020-08-03,East of England,1,0
2020-08-03,London,4,0
2020-08-03,Midlands,20,0
2020-08-03,North East and Yorkshire,24,0
2020-08-03,North West,36,0
2020-08-03,Scotland,23,0
2020-08-03,South East,5,0
2020-08-03,South West,4,0
2020-08-03,Wales,5,0
2020-08-04,East of England,2,0
2020-08-04,London,7,0
2020-08-04,Midlands,9,0
2020-08-04,North East and Yorkshire,19,0
2020-08-04,North West,29,0
2020-08-04,Northern Ireland,3,0
2020-08-04,Scotland,26,0
2020-08-04,South East,3,0
2020-08-04,South West,1,0
2020-08-04,Wales,1,0
2020-08-05,East of England,3,0
2020-08-05,London,8,0
2020-08-05,Midlands,23,0
2020-08-05,North East and Yorkshire,27,0
2020-08-05,North West,24,0
2020-08-05,Northern Ireland,1,0
2020-08-05,Scotland,38,0
2020-08-05,South East,1,0
2020-08-05,South West,2,0
2020-08-05,Wales,1,0
2020-08-06,East of England,6,0
2020-08-06,London,9,0
2020-08-06,Midlands,31,0
2020-08-06,North East and Yorkshire,44,0
2020-08-06,North West,28,0
2020-08-06,Northern Ireland,1,0
2020-08-06,Scotland,37,0
2020-08-06,South East,2,0
2020-08-06,South West,1,0
2020-08-06,Wales,3,0
2020-08-07,East of England,3,0
2020-08-07,London,14,0
2020-08-07,Midlands,26,0
2020-08-07,North East and Yorkshire,29,0
2020-08-07,North West,15,0
2020-08-07,Northern Ireland,1,0
2020-08-07,Scotland,23,0
2020-08-07,South East,2,0
2020-08-07,South West,6,0
2020-08-07,Wales,3,0
2020-08-08,East of England,2,0
2020-08-08,London,2,0
2020-08-08,Midlands,23,0
2020-08-08,North East and Yorkshire,14,0
2020-08-08,North West,11,0
2020-08-08,Scotland,20,0
2020-08-08,South East,2,0
2020-08-08,South West,4,0
2020-08-09,London,2,0
2020-08-09,Midlands,54,0
2020-08-09,North East and Yorkshire,24,0
2020-08-09,North West,22,0
2020-08-09,Scotland,28,0
2020-08-10,East of England,1,0
2020-08-10,London,23,0
2020-08-10,Midlands,42,0
2020-08-10,North East and Yorkshire,69,0
2020-08-10,North West,80,0
2020-08-10,Scotland,45,0
2020-08-10,South East,5,0
2020-08-10,South West,7,0
2020-08-10,Wales,6,0
2020-08-11,East of England,5,0
2020-08-11,London,23,0
2020-08-11,Midlands,28,0
2020-08-11,North East and Yorkshire,53,0
2020-08-11,North West,37,0
2020-08-11,Scotland,49,0
2020-08-11,South East,4,0
2020-08-11,South West,4,0
2020-08-11,Wales,5,0
2020-08-12,East of England,5,0
2020-08-12,London,30,0
2020-08-12,Midlands,31,0
2020-08-12,North East and Yorkshire,43,0
2020-08-12,North West,33,0
2020-08-12,Scotland,33,0
2020-08-12,South East,5,0
2020-08-12,South West,3,0
2020-08-12,Wales,4,0
2020-08-13,East of England,8,0
2020-08-13,London,17,0
2020-08-13,Midlands,21,0
2020-08-13,North East and Yorkshire,49,0
2020-08-13,North West,40,0
2020-08-13,Northern Ireland,2,0
2020-08-13,Scotland,32,0
2020-08-13,South East,6,0
2020-08-13,South West,1,0
2020-08-13,Wales,2,0
2020-08-14,East of England,4,0
2020-08-14,London,16,0
2020-08-14,Midlands,15,0
2020-08-14,North East and Yorkshire,48,0
2020-08-14,North West,29,0
2020-08-14,Scotland,42,0
2020-08-14,South East,11,0
2020-08-14,South West,2,0
2020-08-14,Wales,6,0
2020-08-15,London,11,0
2020-08-15,Midlands,7,0
2020-08-15,North East and Yorkshire,30,0
2020-08-15,North West,19,0
2020-08-15,Scotland,16,0
2020-08-15,Wales,1,0
2020-08-16,East of England,1,0
2020-08-16,London,7,0
2020-08-16,Midlands,7,0
2020-08-16,North East and Yorkshire,8,0
2020-08-16,North West,5,0
2020-08-16,Scotland,12,0
2020-08-16,South East,4,0
2020-08-16,South West,1,0
2020-08-16,Wales,9,0
2020-08-17,East of England,22,0
2020-08-17,London,59,0
2020-08-17,Midlands,27,0
2020-08-17,North East and Yorkshire,38,0
2020-08-17,North West,43,0
2020-08-17,Northern Ireland,1,0
2020-08-17,Scotland,48,0
2020-08-17,South East,24,0
2020-08-17,South West,13,0
2020-08-17,Wales,3,0
2020-08-18,East of England,26,0
2020-08-18,London,81,0
2020-08-18,Midlands,10,0
2020-08-18,North East and Yorkshire,22,0
2020-08-18,North West,18,0
2020-08-18,Scotland,47,0
2020-08-18,South East,31,0
2020-08-18,South West,34,0
2020-08-18,Wales,20,0
2020-08-19,East of England,7,0
2020-08-19,London,22,0
2020-08-19,Midlands,21,0
2020-08-19,North East and Yorkshire,33,0
2020-08-19,North West,13,0
2020-08-19,Northern Ireland,2,0
2020-08-19,Scotland,57,0
2020-08-19,South East,12,0
2020-08-19,South West,13,0
2020-08-19,Wales,10,0
2020-08-20,East of England,27,0
2020-08-20,London,67,0
2020-08-20,Midlands,26,0
2020-08-20,North East and Yorkshire,31,0
2020-08-20,North West,16,0
2020-08-20,Northern Ireland,1,0
2020-08-20,Scotland,105,0
2020-08-20,South East,49,0
2020-08-20,South West,39,0
2020-08-20,Wales,13,0
2020-08-21,East of England,27,0
2020-08-21,London,43,0
2020-08-21,Midlands,23,0
2020-08-21,North East and Yorkshire,13,0
2020-08-21,North West,4,0
2020-08-21,Scotland,56,0
2020-08-21,South East,43,0
2020-08-21,South West,19,0
2020-08-21,Wales,7,0
2020-08-22,East of England,4,0
2020-08-22,London,13,0
2020-08-22,Midlands,1,0
2020-08-22,North East and Yorkshire,2,0
2020-08-22,North West,6,0
2020-08-22,Scotland,9,0
2020-08-22,South East,4,0
2020-08-22,South West,9,0
2020-08-23,East of England,8,0
2020-08-23,London,27,0
2020-08-23,Midlands,4,0
2020-08-23,North East and Yorkshire,3,0
2020-08-23,North West,3,0
2020-08-23,Scotland,2,0
2020-08-23,South East,5,0
2020-08-23,South West,9,0
2020-08-23,Wales,1,0
2020-08-24,East of England,43,0
2020-08-24,London,76,0
2020-08-24,Midlands,21,0
2020-08-24,North East and Yorkshire,19,0
2020-08-24,North West,27,0
2020-08-24,Northern Ireland,4,0
2020-08-24,Scotland,21,0
2020-08-24,South East,27,0
2020-08-24,South West,12,0
2020-08-24,Wales,9,0
2020-08-25,East of England,39,0
2020-08-25,London,79,0
2020-08-25,Midlands,26,0
2020-08-25,North East and Yorkshire,8,0
2020-08-25,North West,8,0
2020-08-25,Northern Ireland,3,0
2020-08-25,Scotland,15,0
2020-08-25,South East,40,0
2020-08-25,South West,19,0
2020-08-25,Wales,25,0
2020-08-26,East of England,50,0
2020-08-26,London,91,0
2020-08-26,Midlands,32,0
2020-08-26,North East and Yorkshire,49,0
2020-08-26,North West,21,0
2020-08-26,Northern Ireland,3,0
2020-08-26,Scotland,46,0
2020-08-26,South East,70,0
2020-08-26,South West,27,0
2020-08-26,Wales,21,0
2020-08-27,East of England,46,0
2020-08-27,London,94,0
2020-08-27,Midlands,14,0
2020-08-27,North East and Yorkshire,64,0
2020-08-27,North West,14,0
2020-08-27,Scotland,60,0
2020-08-27,South East,59,0
2020-08-27,South West,25,0
2020-08-27,Wales,16,0
2020-08-28,East of England,6,0
2020-08-28,London,22,0
2020-08-28,Midlands,38,0
2020-08-28,North East and Yorkshire,59,0
2020-08-28,North West,122,0
2020-08-28,Scotland,39,0
2020-08-28,South East,13,0
2020-08-28,South West,5,0
2020-08-28,Wales,4,0
2020-08-29,East of England,22,0
2020-08-29,London,39,0
2020-08-29,Midlands,11,0
2020-08-29,North East and Yorkshire,20,0
2020-08-29,North West,7,0
2020-08-29,Northern Ireland,2,0
2020-08-29,Scotland,65,0
2020-08-29,South East,21,0
2020-08-29,South West,14,0
2020-08-29,Wales,13,0
2020-08-30,East of England,73,0
2020-08-30,London,91,0
2020-08-30,Midlands,9,0
2020-08-30,North East and Yorkshire,40,0
2020-08-30,North West,2,0
2020-08-30,Northern Ireland,4,0
2020-08-30,Scotland,59,0
2020-08-30,South East,85,0
2020-08-30,South West,32,0
2020-08-30,Wales,27,0
2020-08-31,East of England,61,0
2020-08-31,London,117,0
2020-08-31,Midlands,58,0
2020-08-31,North East and Yorkshire,63,0
2020-08-31,North West,20,0
2020-08-31,Northern Ireland,2,0
2020-08-31,Scotland,60,0
2020-08-31,South East,70,0
2020-08-31,South West,31,0
2020-08-31,Wales,16,0
2020-09-01,East of England,68,0
2020-09-01,London,131,0
2020-09-01,Midlands,41,0
2020-09-01,North East and Yorkshire,78,0
2020-09-01,North West,12,0
2020-09-01,Northern Ireland,4,0
2020-09-01,Scotland,23,0
2020-09-01,South East,55,0
2020-09-01,South West,55,0
2020-09-01,Wales,24,0
2020-09-02,East of England,32,0
2020-09-02,London,97,0
2020-09-02,Midlands,22,0
2020-09-02,North East and Yorkshire,16,0
2020-09-02,North West,14,0
2020-09-02,Northern Ireland,2,0
2020-09-02,Scotland,26,0
2020-09-02,South East,35,0
2020-09-02,South West,19,0
2020-09-02,Wales,15,0
2020-09-03,East of England,35,0
2020-09-03,London,89,0
2020-09-03,Midlands,38,0
2020-09-03,North East and Yorkshire,110,0
2020-09-03,North West,30,0
2020-09-03,Northern Ireland,1,0
2020-09-03,Scotland,63,0
2020-09-03,South East,17,0
2020-09-03,South West,6,0
2020-09-03,Wales,18,0
2020-09-04,East of England,8,0
2020-09-04,London,61,0
2020-09-04,Midlands,48,0
2020-09-04,North East and Yorkshire,51,0
2020-09-04,North West,33,0
2020-09-04,Scotland,31,0
2020-09-04,South East,25,0
2020-09-04,South West,15,0
2020-09-04,Wales,23,0
2020-09-05,East of England,1,0
2020-09-05,London,12,0
2020-09-05,Midlands,8,0
2020-09-05,North East and Yorkshire,48,0
2020-09-05,North West,16,0
2020-09-05,Scotland,46,0
2020-09-05,South East,5,0
2020-09-05,South West,1,0
2020-09-05,Wales,24,0
2020-09-06,East of England,2,0
2020-09-06,London,6,0
2020-09-06,Midlands,3,0
2020-09-06,North East and Yorkshire,10,0
2020-09-06,North West,10,0
2020-09-06,Scotland,5,0
2020-09-06,South West,1,0
2020-09-06,Wales,28,0
2020-09-07,East of England,30,0
2020-09-07,London,108,0
2020-09-07,Midlands,69,0
2020-09-07,North East and Yorkshire,105,0
2020-09-07,North West,98,0
2020-09-07,Scotland,83,0
2020-09-07,South East,31,0
2020-09-07,South West,21,0
2020-09-07,Wales,16,0
2020-09-08,East of England,8,0
2020-09-08,London,36,0
2020-09-08,Midlands,14,0
2020-09-08,North East and Yorkshire,102,0
2020-09-08,North West,36,0
2020-09-08,Scotland,50,0
2020-09-08,South East,14,0
2020-09-08,South West,6,0
2020-09-08,Wales,38,0
2020-09-09,East of England,21,0
2020-09-09,London,78,0
2020-09-09,Midlands,118,0
2020-09-09,North East and Yorkshire,184,0
2020-09-09,North West,150,0
2020-09-09,Northern Ireland,10,0
2020-09-09,Scotland,140,0
2020-09-09,South East,39,0
2020-09-09,South West,21,0
2020-09-09,Wales,73,0
2020-09-10,East of England,74,0
2020-09-10,London,169,0
2020-09-10,Midlands,174,0
2020-09-10,North East and Yorkshire,218,0
2020-09-10,North West,249,0
2020-09-10,Northern Ireland,10,0
2020-09-10,Scotland,55,0
2020-09-10,South East,74,0
2020-09-10,South West,34,0
2020-09-10,Wales,91,0
2020-09-11,East of England,9,0
2020-09-11,London,52,0
2020-09-11,Midlands,68,0
2020-09-11,North East and Yorkshire,71,0
2020-09-11,North West,71,0
2020-09-11,Northern Ireland,6,0
2020-09-11,Scotland,9,0
2020-09-11,South East,25,0
2020-09-11,South West,5,0
2020-09-11,Wales,37,0
2020-09-12,East of England,6,0
2020-09-12,London,4,0
2020-09-12,Midlands,3,0
2020-09-12,North East and Yorkshire,4,0
2020-09-12,North West,7,0
2020-09-12,Northern Ireland,5,0
2020-09-12,Scotland,8,0
2020-09-12,South East,6,0
2020-09-12,South West,9,0
2020-09-12,Wales,24,0
2020-09-13,East of England,5,0
2020-09-13,London,2,0
2020-09-13,Midlands,10,0
2020-09-13,North East and Yorkshire,28,0
2020-09-13,North West,4,0
2020-09-13,Northern Ireland,7,0
2020-09-13,Scotland,15,0
2020-09-13,South East,2,0
2020-09-13,South West,10,0
2020-09-13,Wales,31,0
2020-09-14,East of England,16,0
2020-09-14,London,34,0
2020-09-14,Midlands,21,0
2020-09-14,North East and Yorkshire,50,0
2020-09-14,North West,19,0
2020-09-14,Northern Ireland,2,0
2020-09-14,Scotland,71,0
2020-09-14,South East,13,0
2020-09-14,South West,2,0
2020-09-14,Wales,53,0
2020-09-15,East of England,7,0
2020-09-15,London,7,0
2020-09-15,Midlands,27,0
2020-09-15,North East and Yorkshire,58,0
2020-09-15,North West,47,0
2020-09-15,Northern Ireland,1,0
2020-09-15,Scotland,46,0
2020-09-15,South East,12,0
2020-09-15,South West,1,0
2020-09-15,Wales,42,0
2020-09-16,East of England,10,0
2020-09-16,London,8,0
2020-09-16,Midlands,181,0
2020-09-16,North East and Yorkshire,278,0
2020-09-16,North West,454,0
2020-09-16,Scotland,134,0
2020-09-16,South East,6,0
2020-09-16,South West,5,0
2020-09-16,Wales,64,0
2020-09-17,East of England,6,0
2020-09-17,London,17,0
2020-09-17,Midlands,19,0
2020-09-17,North East and Yorkshire,139,0
2020-09-17,North West,42,0
2020-09-17,Northern Ireland,3,0
2020-09-17,Scotland,136,0
2020-09-17,South East,11,0
2020-09-17,South West,6,0
2020-09-17,Wales,50,0
2020-09-18,East of England,13,0
2020-09-18,London,43,0
2020-09-18,Midlands,125,0
2020-09-18,North East and Yorkshire,122,0
2020-09-18,North West,263,0
2020-09-18,Northern Ireland,6,0
2020-09-18,Scotland,20,0
2020-09-18,South East,18,0
2020-09-18,South West,19,0
2020-09-18,Wales,87,0
2020-09-19,East of England,32,0
2020-09-19,London,70,0
2020-09-19,Midlands,36,0
2020-09-19,North East and Yorkshire,102,0
2020-09-19,North West,18,0
2020-09-19,Scotland,32,0
2020-09-19,South East,33,0
2020-09-19,South West,18,0
2020-09-19,Wales,134,0
2020-09-20,East of England,26,0
2020-09-20,London,123,0
2020-09-20,Midlands,11,0
2020-09-20,North East and Yorkshire,11,0
2020-09-20,North West,3,0
2020-09-20,Northern Ireland,1,0
2020-09-20,Scotland,56,0
2020-09-20,South East,40,1
2020-09-20,South West,46,0
2020-09-20,Wales,127,0
2020-09-21,East of England,30,0
2020-09-21,London,87,1
2020-09-21,Midlands,353,0
2020-09-21,North East and Yorkshire,211,0
2020-09-21,North West,65,0
2020-09-21,Northern Ireland,2,0
2020-09-21,Scotland,153,0
2020-09-21,South East,44,0
2020-09-21,South West,24,0
2020-09-21,Wales,76,0
2020-09-22,East of England,20,0
2020-09-22,London,22,0
2020-09-22,Midlands,30,0
2020-09-22,North East and Yorkshire,111,0
2020-09-22,North West,29,0
2020-09-22,Scotland,262,0
2020-09-22,South East,9,0
2020-09-22,South West,6,0
2020-09-22,Wales,65,0
2020-09-23,East of England,24,0
2020-09-23,London,64,0
2020-09-23,Midlands,36,0
2020-09-23,North East and Yorkshire,85,0
2020-09-23,North West,51,0
2020-09-23,Northern Ireland,7,0
2020-09-23,Scotland,110,0
2020-09-23,South East,27,0
2020-09-23,South West,24,0
2020-09-23,Wales,102,0
2020-09-24,East of England,63,0
2020-09-24,London,143,0
2020-09-24,Midlands,236,0
2020-09-24,North East and Yorkshire,379,0
2020-09-24,North West,790,0
2020-09-24,Northern Ireland,10,0
2020-09-24,Scotland,127,0
2020-09-24,South East,70,0
2020-09-24,South West,53,0
2020-09-24,Wales,134,0
2020-09-25,East of England,49,0
2020-09-25,London,103,0
2020-09-25,Midlands,83,0
2020-09-25,North East and Yorkshire,117,0
2020-09-25,North West,104,0
2020-09-25,Northern Ireland,10,0
2020-09-25,Scotland,35,0
2020-09-25,South East,48,0
2020-09-25,South West,30,0
2020-09-25,Wales,122,0
2020-09-26,East of England,6,0
2020-09-26,London,26,0
2020-09-26,Midlands,24,0
2020-09-26,North East and Yorkshire,38,0
2020-09-26,North West,19,0
2020-09-26,Northern Ireland,7,0
2020-09-26,Scotland,6,0
2020-09-26,South East,4,0
2020-09-26,South West,3,0
2020-09-26,Wales,60,0
2020-09-27,East of England,23,0
2020-09-27,London,20,0
2020-09-27,Midlands,22,0
2020-09-27,North East and Yorkshire,370,0
2020-09-27,North West,18,0
2020-09-27,Northern Ireland,13,0
2020-09-27,Scotland,277,0
2020-09-27,South East,16,0
2020-09-27,South West,7,0
2020-09-27,Wales,48,0
2020-09-28,East of England,15,0
2020-09-28,London,22,0
2020-09-28,Midlands,26,0
2020-09-28,North East and Yorkshire,58,0
2020-09-28,North West,38,0
2020-09-28,Northern Ireland,9,0
2020-09-28,Scotland,36,0
2020-09-28,South East,11,0
2020-09-28,South West,8,0
2020-09-28,Wales,38,0
2020-09-29,East of England,22,0
2020-09-29,London,46,0
2020-09-29,Midlands,49,0
2020-09-29,North East and Yorkshire,112,0
2020-09-29,North West,76,0
2020-09-29,Northern Ireland,7,0
2020-09-29,Scotland,80,0
2020-09-29,South East,16,0
2020-09-29,South West,11,0
2020-09-29,Wales,58,0
2020-09-30,East of England,30,0
2020-09-30,London,108,0
2020-09-30,Midlands,60,0
2020-09-30,North East and Yorkshire,44,0
2020-09-30,North West,41,0
2020-09-30,Northern Ireland,1,0
2020-09-30,Scotland,22,0
2020-09-30,South East,23,2
2020-09-30,South West,35,0
2020-09-30,Wales,91,0
2020-10-01,East of England,85,0
2020-10-01,London,134,1
2020-10-01,Midlands,113,0
2020-10-01,North East and Yorkshire,419,0
2020-10-01,North West,120,0
2020-10-01,Northern Ireland,9,0
2020-10-01,Scotland,350,0
2020-10-01,South East,51,0
2020-10-01,South West,30,0
2020-10-01,Wales,95,0
2020-10-02,East of England,14,0
2020-10-02,London,21,0
2020-10-02,Midlands,37,0
2020-10-02,North East and Yorkshire,244,0
2020-10-02,North West,73,0
2020-10-02,Northern Ireland,6,0
2020-10-02,Scotland,154,0
2020-10-02,South East,8,0
2020-10-02,South West,5,0
2020-10-02,Wales,67,0
2020-10-03,East of England,63,0
2020-10-03,London,104,0
2020-10-03,Midlands,40,0
2020-10-03,North East and Yorkshire,104,0
2020-10-03,North West,20,0
2020-10-03,Northern Ireland,4,0
2020-10-03,Scotland,128,0
2020-10-03,South East,54,0
2020-10-03,South West,77,0
2020-10-03,Wales,66,0
2020-10-04,East of England,22,0
2020-10-04,London,44,0
2020-10-04,Midlands,37,0
2020-10-04,North East and Yorkshire,48,0
2020-10-04,North West,22,0
2020-10-04,Northern Ireland,7,0
2020-10-04,Scotland,30,0
2020-10-04,South East,18,0
2020-10-04,South West,10,0
2020-10-04,Wales,77,0
2020-10-05,East of England,49,0
2020-10-05,London,105,0
2020-10-05,Midlands,255,0
2020-10-05,North East and Yorkshire,303,0
2020-10-05,North West,282,0
2020-10-05,Northern Ireland,10,0
2020-10-05,Scotland,89,0
2020-10-05,South East,92,0
2020-10-05,South West,70,0
2020-10-05,Wales,138,0
2020-10-06,East of England,91,0
2020-10-06,London,148,0
2020-10-06,Midlands,141,0
2020-10-06,North East and Yorkshire,168,0
2020-10-06,North West,244,0
2020-10-06,Northern Ireland,7,0
2020-10-06,Scotland,57,0
2020-10-06,South East,135,0
2020-10-06,South West,97,0
2020-10-06,Wales,152,0
2020-10-07,East of England,24,0
2020-10-07,London,28,0
2020-10-07,Midlands,163,0
2020-10-07,North East and Yorkshire,430,0
2020-10-07,North West,281,0
2020-10-07,Northern Ireland,6,0
2020-10-07,Scotland,106,0
2020-10-07,South East,21,0
